Resort,HighestPoint,LowestPoint,VerticalDrop,DayPassPriceAdult,BeginnerSlope,IntermediateSlope,DifficultSlope,TotalSlope,SurfaceLifts,ChairLifts,GondolaLifts,TotalLifts,LiftCapacity,SnowCannons,Snowparks,NightSki,Country_Andorra,Country_Austria,Country_France,Country_Germany,Country_Italy,Country_Norway,Country_Other,Country_Slovakia,Country_Spain,Country_Sweden,Country_Switzerland
Moelltal Glacier-Mölltaler Gletscher-,0.018106920990693807,0.3621279286899675,-0.2445002679783079,0.4772496438700212,-0.5864196930189683,-0.6456923410864597,-0.44935288152352915,-0.6233505784093741,-0.828637556342375,-0.3595071494232341,-0.309145366754706,-0.5967497733584836,-0.43079561293158597,-0.4349472542537907,1,0,0,1,0,0,0,0,0,0,0,0,0
Wendelstein-Brannenburg-​Osterhofen,-0.5121511538256477,-0.7162061527469956,-0.1590317069504139,-0.6296486898117093,-0.6790705804614294,-0.6456923410864597,-0.44935288152352915,-0.6759355129676341,-0.828637556342375,-0.7551370267789462,-0.309145366754706,-0.7576553394457652,-0.6988650341577336,-0.5448454314042755,0,0,0,0,0,1,0,0,0,0,0,0,0
Glenshee,-1.6456638696018788,-1.068979019295979,-1.4261960247987553,-0.8141317454253311,-0.23434632073761624,-0.5854960613567306,-0.5612729224038396,-0.456831618974884,0.2799781972917772,-0.517759100365519,-0.6121160590735656,-0.2105764147490077,-0.41680655332876515,-0.5301923411175442,0,0,0,0,0,0,0,0,1,0,0,0,0
Sulden am Ortler-Solda all'Ortles-,1.5909763273290365,2.058440010393589,0.6176173910856664,-0.07619952297084402,-0.3640575631570618,-0.5252997816270015,0.11024732287802322,-0.38671837289720395,-0.690060587138106,-0.2803811739520916,-0.1576600205952762,-0.4680253204886583,-0.4349597981156815,-0.5448454314042755,1,1,0,0,0,0,1,0,0,0,0,0,0
Poiana Brașov,-0.40747683256320105,-0.14076105128411506,-0.44516558517423294,-0.9063732732321419,-0.5864196930189683,-0.7460194739693414,-0.3933928610833739,-0.6584072014482141,-0.6207721025359715,-0.5968850758366614,-0.1576600205952762,-0.5645686601410272,-0.52995527262786,-0.19072908280826895,0,1,0,0,0,0,0,0,1,0,0,0,0
Hinterstoder-Höss,-0.13064079869804612,-1.1940757804835616,0.7105180008985946,0.20052506044958862,-0.45670845059952286,-0.4249726487441198,-0.11359275888259773,-0.421774995936044,0.07211274348537365,-0.5968850758366614,-0.309145366754706,-0.27493864118392036,-0.36889673524716643,0.10721708635526764,1,0,0,1,0,0,0,0,0,0,0,0,0
St. Jean Montclar,0.5580060517127869,0.6823756373301793,0.2460149518339533,-1.2753393844593854,-0.21581614324912402,-0.38484179559096704,-0.3933928610833739,-0.33413343833894393,-0.2743296795252989,-0.4386331248943765,-0.6121160590735656,-0.435844207271202,-0.480462196637725,-0.5448454314042755,0,0,0,0,1,0,0,0,0,0,0,0,0
Port del Comte,0.2963202485566704,1.6706400507120829,-0.8409221829773073,-0.8141317454253311,-0.3084670306915851,-0.48516892847384885,-0.3933928610833739,-0.421774995936044,-0.2050411949231644,-0.3595071494232341,-0.6121160590735656,-0.3714819808362893,-0.4711361569025111,-0.5448454314042755,0,0,0,0,0,0,0,0,0,0,1,0,0
Tänndalen,-1.4555973388884889,-0.8362990434870751,-1.3425854759671199,-0.07619952297084402,-0.3084670306915851,-0.48516892847384885,-0.5053129019636844,-0.439303307455464,0.07211274348537365,-0.5968850758366614,-0.6121160590735656,-0.339300867618833,-0.3514158328597655,-0.5448454314042755,0,0,0,0,0,0,0,0,0,0,0,1,0
Feldberg-Seebuck-​Grafenmatt-​Fahl,-0.8909069215516059,-0.47351843604308513,-0.8502122439586002,-0.6296486898117093,-0.5493593380419839,-0.5052343550504251,-0.3933928610833739,-0.544473176571984,-0.3436181641274334,-0.3595071494232341,-0.6121160590735656,-0.435844207271202,-0.38711504542758424,-0.5448454314042755,1,0,0,0,0,1,0,0,0,0,0,0,0
Pitztal Glacier-Pitztaler Gletscher-,0.8128053863647952,1.6581303745933247,-0.13487754839905255,0.5694911716768322,-0.6234800479959528,-0.46510350189727245,-0.6731929632841501,-0.5970581111302441,-0.7593490717402405,-0.6760110513078038,-0.1576600205952762,-0.6611119997933962,-0.5321891844714113,-0.5448454314042755,1,0,0,1,0,0,0,0,0,0,0,0,0
Tauplitz-Bad Mitterndorf,-1.6511730444051655,-0.6636655130482109,-1.734626049377677,-0.07619952297084402,-0.34552738566856955,-0.4249726487441198,-0.33743284064321866,-0.404246684416624,0.002824258883239141,-0.4386331248943765,-0.4606307129141358,-0.27493864118392036,-0.3675737389126361,-0.21515089995282113,0,0,0,1,0,0,0,0,0,0,0,0,0
Hochoetz-Oetz,-0.9432440821828292,-0.6436500312581976,-0.7944718780708432,-0.4451656341980875,-0.45670845059952286,-0.3647763690143907,-0.5053129019636844,-0.456831618974884,-0.48219513333170244,-0.2803811739520916,-0.309145366754706,-0.4036630940537456,-0.3914961152566847,-0.32749125881776114,1,0,0,1,0,0,0,0,0,0,0,0,0
Rosshütte-Seefeld,-0.042494001845459504,0.38214341047998074,-0.3411169021837533,0.20052506044958862,-0.49376880557650726,-0.605561487933307,-0.6172329428439949,-0.5970581111302441,-0.41290664872956795,-0.517759100365519,-0.309145366754706,-0.4680253204886583,-0.501218057164701,-0.036871634797590216,1,1,0,1,0,0,0,0,0,0,0,0,0
Malbun,-0.13064079869804612,1.307859443268093,-1.1474941953599704,0.016042004835966853,-0.47523862808801504,-0.605561487933307,-0.5053129019636844,-0.5707656438511141,-0.5514836179338369,-0.517759100365519,-0.6121160590735656,-0.5967497733584836,-0.5784940561799732,-0.505770523972992,1,0,0,0,0,0,0,0,1,0,0,0,0
Špičák,-1.2297211719537358,-0.5585842336506414,-1.244110829565416,-1.73654702349344,-0.6234800479959528,-0.725954047392765,-0.6731929632841501,-0.7022279802467641,-0.2050411949231644,-0.6760110513078038,-0.6121160590735656,-0.5002064337061146,-0.6090747911256744,-0.471579979970619,1,1,0,0,0,0,0,0,1,0,0,0,0
Riesneralm-Donnersbachwald,-0.37855366484594605,-0.31839845217048257,-0.27422846311844495,-0.1684410507776549,-0.4011179181340462,-0.5453652082035779,-0.5053129019636844,-0.5094165535331441,-0.6207721025359715,-0.517759100365519,-0.6121160590735656,-0.6289308865759399,-0.6201359080209281,-0.2102665365239107,0,0,0,1,0,0,0,0,0,0,0,0,0
Berwang-​Bichlbach-​Rinnen,-0.48460527980921436,-0.025672030991538964,-0.6346828291926065,0.016042004835966853,-0.23434632073761624,-0.5854960613567306,-0.6172329428439949,-0.456831618974884,-0.2050411949231644,-0.517759100365519,-0.4606307129141358,-0.4036630940537456,-0.4305136628930795,-0.22736180852509721,0,1,0,1,0,0,0,0,0,0,0,0,0
Glungezer-Tulfes,0.28805648635174036,-0.31839845217048257,0.6250494398707006,-1.0908563288457638,-0.5493593380419839,-0.48516892847384885,-0.6731929632841501,-0.5707656438511141,-0.5514836179338369,-0.5968850758366614,-0.6121160590735656,-0.6289308865759399,-0.6150174303988107,-0.5399610679753651,1,0,0,1,0,0,0,0,0,0,0,0,0
Fanningberg,0.02774797689644547,1.0501601152216724,-0.7424475365756034,-0.07619952297084402,-0.47523862808801504,-0.6858231942396124,-0.2814728202030634,-0.562001488091404,-0.690060587138106,-0.5968850758366614,-0.6121160590735656,-0.6932931130108525,-0.6140197610317879,-0.45692688968388767,1,0,0,1,0,0,0,0,0,0,0,0,0
Turracher Höhe,0.15170440997039542,0.807472398517762,-0.39499925587525164,0.2927665882563995,-0.4196480956225384,-0.3045800892846616,-0.5053129019636844,-0.404246684416624,-0.1357527103210299,-0.3595071494232341,-0.4606307129141358,-0.3071197544013767,-0.37314767428926393,-0.0075654542241275985,1,1,0,1,0,0,0,0,0,0,0,0,0
Indoor ski area Snow Arena-Druskininkai,-2.660729327107447,-2.4525491980306438,-1.7680702689103314,-1.1830978566525745,-0.6605404029729373,-0.7861503271224941,-0.6731929632841501,-0.7635770705647342,-0.690060587138106,-0.6760110513078038,-0.6121160590735656,-0.7254742262283089,-0.7086248431829575,-0.505770523972992,1,1,0,0,0,0,0,0,1,0,0,0,0
Niedere-Andelsbuch-​Bezau,-0.523169503432221,-1.0564693431772207,0.07879385417068244,-0.9986148010389528,-0.5864196930189683,-0.7058886208161887,-0.6172329428439949,-0.6846996687273441,-0.6207721025359715,-0.5968850758366614,-0.4606307129141358,-0.6289308865759399,-0.6382891528078445,-0.5399610679753651,0,0,0,1,0,0,0,0,0,0,0,0,0
Wurzeralm-Spital am Pyhrn,-0.3096889798048627,-0.6686693834957141,0.07879385417068244,-0.07619952297084402,-0.49376880557650726,-0.5854960613567306,-0.5612729224038396,-0.5795297996108241,-0.6207721025359715,-0.5968850758366614,-0.4606307129141358,-0.6289308865759399,-0.5731153169838498,-0.40564107368032815,0,0,0,1,0,0,0,0,0,0,0,0,0
Präbichl-Vordernberg,-0.6705399294201393,0.05689183139226564,-0.9468288781640455,-0.4451656341980875,-0.5678895155304762,-0.5654306347801542,-0.5053129019636844,-0.5970581111302441,-0.690060587138106,-0.5968850758366614,-0.6121160590735656,-0.6932931130108525,-0.6256881549330555,-0.32504907710330594,1,0,0,1,0,0,0,0,0,0,0,0,0
Pfelders-Moos in Passeier-,0.5607606391144303,1.3103613784918446,-0.21663008503442943,-0.8141317454253311,-0.5864196930189683,-0.605561487933307,-0.44935288152352915,-0.6145864226496641,-0.690060587138106,-0.6760110513078038,-0.4606307129141358,-0.6932931130108525,-0.6760921464322114,-0.45936907139834293,1,1,0,0,0,0,1,0,0,0,0,0,0
Mitterdorf-Almberg-– Mitterfirmiansreut,-1.3164906751055008,-0.5911093915594129,-1.337011439378344,-1.73654702349344,-0.642010225484445,-0.7460194739693414,-0.6172329428439949,-0.7197562917661842,-0.3436181641274334,-0.6760110513078038,-0.6121160590735656,-0.5645686601410272,-0.6334526252242335,-0.4691377982561638,0,1,0,0,0,1,0,0,0,0,0,0,0
Lavarone,-0.6126935939856293,0.18198859257984837,-0.961692975734114,-0.5374071620048985,-0.3269972081800773,-0.6858231942396124,-0.5612729224038396,-0.535709020812274,-0.3436181641274334,-0.2803811739520916,-0.6121160590735656,-0.4036630940537456,-0.5082234311983617,-0.3738927113924103,0,0,0,0,0,0,1,0,0,0,0,0,0
Geißkopf-Bischofsmais,-1.348168430224399,-0.6061210029019228,-1.3685976467147398,-1.644305495686629,-0.6605404029729373,-0.6858231942396124,-0.6731929632841501,-0.7022279802467641,-0.41290664872956795,-0.6760110513078038,-0.6121160590735656,-0.5967497733584836,-0.6186177155058933,-0.505770523972992,1,1,0,0,0,1,0,0,0,0,0,0,0
Donovaly-Park Snow-,-1.0107314735230908,-0.40846812022554213,-1.060167622135818,-1.4598224400730073,-0.5864196930189683,-0.6858231942396124,-0.6731929632841501,-0.6759355129676341,0.6264206203024497,-0.6760110513078038,-0.4606307129141358,-0.08185196187918242,-0.47395565728757577,-0.471579979970619,1,1,0,0,0,0,0,0,0,1,0,0,0
Indoor ski area Snow Dome Bispingen,-2.717198368841135,-2.4700627445969054,-1.8312426835831226,-0.4451656341980875,-0.6790705804614294,-0.7861503271224941,-0.6731929632841501,-0.7723412263244442,-0.828637556342375,-0.6760110513078038,-0.6121160590735656,-0.7898364526632216,-0.6888883404875048,-0.515539250830813,1,1,0,0,0,1,0,0,0,0,0,0,0
Sudelfeld-Bayrischzell,-0.7325181459571143,-0.568591974545648,-0.5659363779310397,-0.8141317454253311,-0.5864196930189683,-0.3045800892846616,-0.5053129019636844,-0.49188824201372405,-0.2743296795252989,-0.3595071494232341,-0.6121160590735656,-0.4036630940537456,-0.39030324970915736,-0.3006272599587537,1,0,0,0,0,1,0,0,0,0,0,0,0
Grüntenlifte-Kranzegg-Rettenberg-,-0.5438289089445459,-0.4434952133580653,-0.4042893168565445,-0.9986148010389528,-0.642010225484445,-0.5052343550504251,-0.6731929632841501,-0.6321147341690841,-0.41290664872956795,-0.6760110513078038,-0.6121160590735656,-0.5967497733584836,-0.6084241371906596,-0.515539250830813,1,0,0,0,0,1,0,0,0,0,0,0,0
Grebenzen-St. Lambrecht,-0.3096889798048627,-0.1682823387453833,-0.2928085850810306,-0.7218902176185201,-0.642010225484445,-0.605561487933307,-0.6731929632841501,-0.6671713572079241,-0.5514836179338369,-0.6760110513078038,-0.6121160590735656,-0.6611119997933962,-0.6220878698259729,-0.4837908885428951,0,0,0,1,0,0,0,0,0,0,0,0,0
Kirchdorf,-1.8109391137004789,-1.0939983715334956,-1.6305773663871974,-1.0908563288457638,-0.6234800479959528,-0.7460194739693414,-0.6731929632841501,-0.7285204475258942,-0.7593490717402405,-0.6760110513078038,-0.6121160590735656,-0.7576553394457652,-0.6919247255175744,-0.5301923411175442,0,0,0,1,0,0,0,0,0,0,0,0,0
Nebelhorn-Oberstdorf,0.1778729902860071,-0.6236345494681844,0.7030859521135603,0.20052506044958862,-0.642010225484445,-0.6858231942396124,-0.44935288152352915,-0.6759355129676341,-0.7593490717402405,-0.5968850758366614,-0.1576600205952762,-0.6289308865759399,-0.6394386414263709,-0.471579979970619,0,0,0,0,0,1,0,0,0,0,0,0,0
Lachtal,0.17511840288436376,1.307859443268093,-0.7350154877905691,-0.07619952297084402,-0.5493593380419839,-0.46510350189727245,-0.5612729224038396,-0.553237332331694,-0.41290664872956795,-0.5968850758366614,-0.6121160590735656,-0.5645686601410272,-0.5390210507890679,-0.415409800538149,0,0,0,1,0,0,0,0,0,0,0,0,0
Ramsau am Dachstein-Rittisberg,-0.6319757057971326,-0.10573395815159191,-0.774033743911999,-0.5374071620048985,-0.4196480956225384,-0.5854960613567306,-0.6172329428439949,-0.553237332331694,0.002824258883239141,-0.6760110513078038,-0.6121160590735656,-0.4036630940537456,-0.5347918002114709,-0.44715816282606685,0,0,0,1,0,0,0,0,0,0,0,0,0
Eibenstock,-1.859144393229237,-1.068979019295979,-1.7141879152188328,-2.1977546625274944,-0.6790705804614294,-0.7861503271224941,-0.6731929632841501,-0.7635770705647342,-0.828637556342375,-0.6760110513078038,-0.6121160590735656,-0.7898364526632216,-0.7264093840733653,-0.5253079776886338,1,1,0,0,0,1,0,0,0,0,0,0,0
Bürchen-​Törbel-Moosalp,0.6268707367538703,1.0076272164178943,0.09737397613326809,-0.2606825785844658,-0.5864196930189683,-0.48516892847384885,-0.3933928610833739,-0.553237332331694,-0.41290664872956795,-0.6760110513078038,-0.6121160590735656,-0.5967497733584836,-0.6073397139656347,-0.527750159403089,0,1,0,0,0,0,0,0,0,0,0,0,1
Guzet,0.007088571384120478,0.05689183139226564,-0.03268687760483147,-0.9986148010389528,-0.3084670306915851,-0.5052343550504251,-0.33743284064321866,-0.421774995936044,-0.2050411949231644,-0.4386331248943765,-0.6121160590735656,-0.4036630940537456,-0.5279599338938142,-0.3006272599587537,1,0,0,0,1,0,0,0,0,0,0,0,0
Schetteregg-Egg,-1.0603140467526708,-0.018166225320284002,-1.4169059638174626,-0.9063732732321419,-0.6234800479959528,-0.665757767663036,-0.6172329428439949,-0.6846996687273441,-0.48219513333170244,-0.6760110513078038,-0.6121160590735656,-0.6289308865759399,-0.6252977625720465,-0.5301923411175442,1,0,0,1,0,0,0,0,0,0,0,0,0
Fichtelberg-Oberwiesenthal,-1.211816353843054,-0.4159739258967971,-1.3258633662007928,-1.4598224400730073,-0.5678895155304762,-0.665757767663036,-0.5612729224038396,-0.6408788899287942,-0.5514836179338369,-0.5968850758366614,-0.4606307129141358,-0.5967497733584836,-0.6092049219126775,-0.20049780966608982,1,1,0,0,0,1,0,0,0,0,0,0,0
Bellwald,-0.6815582790267126,0.31709309466243774,-1.1549262441450048,0.2927665882563995,-0.5122989830649995,-0.3647763690143907,-0.33743284064321866,-0.456831618974884,-0.7593490717402405,-0.5968850758366614,-0.4606307129141358,-0.6932931130108525,-0.6691518377920522,-0.4813487068284399,1,0,0,0,0,0,0,0,0,0,0,0,1
Klewenalp-​Stockhütte-Beckenried-​Emmetten,-1.232475759355379,-1.604393157178833,-0.47117775592185285,0.2927665882563995,-0.4011179181340462,-0.2845146627080853,-0.6731929632841501,-0.421774995936044,-0.3436181641274334,-0.517759100365519,-0.309145366754706,-0.435844207271202,-0.4788572502646882,-0.5448454314042755,0,0,0,0,0,0,0,0,0,0,0,0,1
Schöneck-Skiwelt-,-1.838484987716912,-1.1440370760085286,-1.6305773663871974,-2.0132716069138725,-0.6605404029729373,-0.7660849005459178,-0.6731929632841501,-0.7460487590453142,-0.6207721025359715,-0.6760110513078038,-0.6121160590735656,-0.6932931130108525,-0.6755716232841994,-0.505770523972992,1,1,0,0,0,1,0,0,0,0,0,0,0
Indoor ski area SnowWorld Landgraaf,-2.5959965231688287,-2.319946631171806,-1.7792183420878827,0.016042004835966853,-0.6790705804614294,-0.7861503271224941,-0.6731929632841501,-0.7635770705647342,-0.2743296795252989,-0.043003247538664316,-0.6121160590735656,-0.27493864118392036,-0.6559001859822483,-0.5350767045464546,1,1,0,0,0,0,0,0,1,0,0,0,0
Štrbské Pleso,-0.3510077908295127,0.7474259531477223,-1.0285814147994223,-0.6296486898117093,-0.642010225484445,-0.6858231942396124,-0.6731929632841501,-0.7022279802467641,-0.6207721025359715,-0.517759100365519,-0.6121160590735656,-0.6289308865759399,-0.6023513671305203,-0.4178519822526042,1,0,0,0,0,0,0,0,0,1,0,0,0
Gaissau-Hintersee,-0.7270089711538276,-0.8187854969208135,-0.3727031095201489,-0.6296486898117093,-0.25287649822610847,-0.5854960613567306,-0.6731929632841501,-0.474359930494304,-0.5514836179338369,-0.517759100365519,-0.6121160590735656,-0.5967497733584836,-0.5500821676843216,-0.5448454314042755,1,0,0,1,0,0,0,0,0,0,0,0,0
Kellerjoch-Schwaz,-1.7048874987372105,-1.3316822177899026,-1.3109992686307244,-1.1830978566525745,-0.5864196930189683,-0.7460194739693414,-0.5612729224038396,-0.6846996687273441,-0.690060587138106,-0.5968850758366614,-0.6121160590735656,-0.6932931130108525,-0.687240017185467,-0.5326345228319994,0,0,0,1,0,0,0,0,0,0,0,0,0
Hochrindl-Sirnitz,-0.2876522805917161,1.1577433298429936,-1.2478268539579331,-0.9063732732321419,-0.5864196930189683,-0.5654306347801542,-0.5053129019636844,-0.5970581111302441,-0.2050411949231644,-0.6760110513078038,-0.6121160590735656,-0.5002064337061146,-0.6099423297056944,-0.471579979970619,1,1,0,1,0,0,0,0,0,0,0,0,0
La Bresse-Hohneck,-1.025881704232129,-0.5135493996231116,-1.0025692440518024,-1.1830978566525745,-0.43817827311103064,-0.6456923410864597,-0.6172329428439949,-0.5882939553705341,-0.1357527103210299,-0.2803811739520916,-0.6121160590735656,-0.3071197544013767,-0.30272523005614893,0.18780908293228984,0,1,0,0,1,0,0,0,0,0,0,0,0
Silbersattel-Steinach,-1.7255469042495355,-1.2190951327210782,-1.4224800004062381,-2.1055131347206832,-0.642010225484445,-0.7660849005459178,-0.6731929632841501,-0.7372846032856042,-0.7593490717402405,-0.6760110513078038,-0.6121160590735656,-0.7576553394457652,-0.6977806109327088,-0.5301923411175442,1,0,0,0,0,1,0,0,0,0,0,0,0
Lammeralm-Langenwang,-1.1911569483307292,-0.2433403954579329,-1.4261960247987553,-1.1830978566525745,-0.642010225484445,-0.725954047392765,-0.5612729224038396,-0.7022279802467641,-0.828637556342375,-0.2803811739520916,-0.1576600205952762,-0.5323875469235709,-0.7086248431829575,-0.4862330702573503,0,0,0,1,0,0,0,0,0,0,0,0,0
Kitzbüheler Horn,-0.13064079869804612,-0.6936887357332308,0.3389155616468816,-0.1684410507776549,-0.5678895155304762,-0.605561487933307,-0.5612729224038396,-0.6233505784093741,-0.48219513333170244,-0.5968850758366614,-0.6121160590735656,-0.5967497733584836,-0.5500821676843216,-0.41052543710923856,1,0,0,1,0,0,0,0,0,0,0,0,0
Myrkdalen,-1.4252968774704122,-1.5693660640463098,-0.7573116341456718,0.20052506044958862,-0.43817827311103064,-0.5453652082035779,-0.44935288152352915,-0.5094165535331441,-0.828637556342375,-0.4386331248943765,-0.1576600205952762,-0.5967497733584836,-0.5464168171837376,-0.46669561654170855,1,1,0,0,0,0,0,1,0,0,0,0,0
Loser-Altaussee,-0.44741834988702933,-0.568591974545648,-0.18132785330551668,-0.1684410507776549,-0.34552738566856955,-0.5453652082035779,-0.5053129019636844,-0.48312408625401404,-0.7593490717402405,-0.5968850758366614,-0.1576600205952762,-0.6289308865759399,-0.5283069493258222,-0.42273634568151464,1,0,0,1,0,0,0,0,0,0,0,0,0
Christlum-Achenkirch,-0.4060995388623794,-0.31839845217048257,-0.31138870704361626,0.20052506044958862,-0.5678895155304762,-0.46510350189727245,-0.3933928610833739,-0.535709020812274,-0.3436181641274334,-0.4386331248943765,-0.6121160590735656,-0.4680253204886583,-0.49080759420446224,-0.5448454314042755,1,0,0,1,0,0,0,0,0,0,0,0,0
Grasgehren-Bolgengrat,-0.5438289089445459,0.807472398517762,-1.3332954149858272,-1.552063967879818,-0.6234800479959528,-0.6256269145098833,-0.6731929632841501,-0.6759355129676341,-0.6207721025359715,-0.6760110513078038,-0.6121160590735656,-0.6932931130108525,-0.6578738362517936,-0.5204236142597234,1,0,0,0,0,1,0,0,0,0,0,0,0
Götschen-Bischofswiesen,-1.0851053333674607,-0.49353391783309836,-1.0973278660609893,-1.552063967879818,-0.642010225484445,-0.7660849005459178,-0.44935288152352915,-0.7022279802467641,-0.828637556342375,-0.6760110513078038,-0.6121160590735656,-0.7898364526632216,-0.6825986857823606,-0.45936907139834293,0,1,0,0,0,1,0,0,0,0,0,0,0
Torrent-Leukerbad,0.7095083588031702,0.8349936859790302,0.337057549450623,0.3850081160632104,-0.6234800479959528,-0.26444923613150895,0.22216736375833368,-0.36042590561807397,-0.41290664872956795,-0.6760110513078038,0.14531067172358345,-0.435844207271202,-0.5223209331236849,-0.44715816282606685,1,0,0,0,0,0,0,0,0,0,0,0,1
Monte Popolo-Eben im Pongau,-0.6650307546168526,-0.5385687518606281,-0.49718992666947276,-0.5374071620048985,-0.6049498705074606,-0.7460194739693414,-0.6731929632841501,-0.7197562917661842,-0.828637556342375,-0.5968850758366614,-0.6121160590735656,-0.7576553394457652,-0.670670030307087,-0.41052543710923856,1,0,0,1,0,0,0,0,0,0,0,0,0
Jochgrimm-Passo Oclini-,0.2136826265073704,1.9333432492060065,-1.1474941953599704,-2.289996190334305,-0.6049498705074606,-0.7460194739693414,-0.6172329428439949,-0.7109921360064742,-0.967214525546644,-0.517759100365519,0.14531067172358345,-0.6289308865759399,-0.6925753794525894,-0.4960017971151712,0,0,0,0,0,0,1,0,0,0,0,0,0
Alpe Lusia-Moena-​Bellamonte,0.33763905958132034,0.7324143418052124,-0.08842724349258843,0.4772496438700212,-0.45670845059952286,-0.5854960613567306,-0.44935288152352915,-0.535709020812274,-0.7593490717402405,-0.517759100365519,-0.006174674435846377,-0.5645686601410272,-0.4162643417162527,-0.5448454314042755,1,0,0,0,0,0,1,0,0,0,0,0,0
Unternberg-Ruhpolding-,-0.9336030262770775,-0.9188629058708797,-0.5770844511085911,-2.0132716069138725,-0.6605404029729373,-0.7660849005459178,-0.6731929632841501,-0.7548129148050242,-0.7593490717402405,-0.6760110513078038,-0.6121160590735656,-0.7576553394457652,-0.6966961877076839,-0.5082127056874473,0,1,0,0,0,1,0,0,0,0,0,0,0
Diavolezza-​Lagalb,1.25491666432855,2.5363096381301555,-0.1906179142868095,1.5841479775517517,-0.6790705804614294,-0.3647763690143907,-0.11359275888259773,-0.5006523977734341,-0.3436181641274334,-0.5968850758366614,-0.6121160590735656,-0.5323875469235709,-0.6832493397173756,-0.4960017971151712,0,0,0,0,0,0,0,0,0,0,0,0,1
Kubínska hoľa,-0.9625261939943325,-0.8938435536333631,-0.6346828291926065,-1.4598224400730073,-0.642010225484445,-0.5854960613567306,-0.5612729224038396,-0.6496430456885042,-0.828637556342375,-0.6760110513078038,-0.309145366754706,-0.7254742262283089,-0.5203689713186401,-0.3983145285369625,1,0,0,0,0,0,0,0,0,1,0,0,0
Gålå,-1.3040950317981057,-0.6936887357332308,-1.244110829565416,0.10828353264277774,-0.43817827311103064,-0.6858231942396124,-0.6172329428439949,-0.6058222668899541,-0.48219513333170244,-0.6760110513078038,-0.6121160590735656,-0.6289308865759399,-0.6045202135805701,-0.42273634568151464,1,1,0,0,0,0,0,1,0,0,0,0,0
Kvitfjell,-1.4542200451876672,-2.232378898340498,-0.303956658258582,0.2927665882563995,-0.3269972081800773,-0.5854960613567306,-0.3933928610833739,-0.474359930494304,0.002824258883239141,-0.5968850758366614,-0.6121160590735656,-0.3714819808362893,-0.3800012290714211,-0.32504907710330594,1,1,0,0,0,0,0,1,0,0,0,0,0
Molines-en-Queyras-​Saint-Véran,0.9711941619592868,1.683149726830841,0.06021373220809679,-1.1830978566525745,-0.3084670306915851,-0.5453652082035779,-0.6172329428439949,-0.48312408625401404,-0.3436181641274334,-0.3595071494232341,-0.6121160590735656,-0.435844207271202,-0.5028013150732373,-0.5448454314042755,0,0,0,0,1,0,0,0,0,0,0,0,0
Tatranská Lomnica,0.13104500445807044,-0.47351843604308513,0.5284328056652552,-0.6296486898117093,-0.5864196930189683,-0.6858231942396124,-0.6172329428439949,-0.6759355129676341,-0.7593490717402405,-0.6760110513078038,-0.6121160590735656,-0.7576553394457652,-0.4986805068181428,-0.01733418108194847,0,0,0,0,0,0,0,0,0,1,0,0,0
Kanin-Sella Nevea-​Bovec,-1.3660732483350806,-1.5443467118087932,-0.6959972316691392,-0.6296486898117093,-0.6049498705074606,-0.665757767663036,-0.6731929632841501,-0.6846996687273441,-0.7593490717402405,-0.4386331248943765,-0.006174674435846377,-0.5323875469235709,-0.5162481630635457,-0.5448454314042755,0,0,0,0,0,0,0,0,1,0,0,0,0
Postwiesen Skidorf-Neuastenberg,-1.8798037987415621,-1.1815661043648034,-1.658447549331076,-1.4598224400730073,-0.6234800479959528,-0.725954047392765,-0.6172329428439949,-0.7022279802467641,-0.41290664872956795,-0.6760110513078038,-0.6121160590735656,-0.5967497733584836,-0.6226951468319868,-0.48867525197180556,1,1,0,0,0,1,0,0,0,0,0,0,0
Oberjoch-Bad Hindelang-– Iseler,-0.7380273207604009,0.13194988810481528,-1.0936118416684721,-0.35292410639127664,-0.5678895155304762,-0.3045800892846616,-0.5612729224038396,-0.49188824201372405,-0.828637556342375,-0.4386331248943765,-0.6121160590735656,-0.6932931130108525,-0.5006758455521886,-0.3738927113924103,1,1,0,0,0,1,0,0,0,0,0,0,0
Mönichkirchen-​Mariensee,-0.8881523341499625,-0.5185532700706149,-0.8130520000334288,-0.6296486898117093,-0.5864196930189683,-0.665757767663036,-0.5612729224038396,-0.6584072014482141,-0.7593490717402405,-0.517759100365519,-0.6121160590735656,-0.6932931130108525,-0.6231506045864973,-0.3494708942478581,1,0,0,1,0,0,0,0,0,0,0,0,0
Grächen,1.0593409588118734,1.3553962125193744,0.42252611047851696,0.5694911716768322,-0.5122989830649995,-0.16412210324862717,-0.5612729224038396,-0.404246684416624,-0.3436181641274334,-0.3595071494232341,-0.4606307129141358,-0.4036630940537456,-0.4687504258074564,-0.5448454314042755,0,0,0,0,0,0,0,0,0,0,0,0,1
Puigmal,0.8334647918771202,1.8833045447309735,-0.27422846311844495,-0.4451656341980875,-0.5122989830649995,-0.48516892847384885,-0.2814728202030634,-0.49188824201372405,-0.2050411949231644,-0.5968850758366614,-0.6121160590735656,-0.4680253204886583,-0.5120189124859487,-0.5448454314042755,0,0,0,0,1,0,0,0,0,0,0,0,0
