Resort,HighestPoint,LowestPoint,VerticalDrop,DayPassPriceAdult,BeginnerSlope,IntermediateSlope,DifficultSlope,TotalSlope,SurfaceLifts,ChairLifts,GondolaLifts,TotalLifts,LiftCapacity,SnowCannons,Snowparks,NightSki,Country_Andorra,Country_Austria,Country_France,Country_Germany,Country_Italy,Country_Norway,Country_Other,Country_Slovakia,Country_Spain,Country_Sweden,Country_Switzerland
Zermatt - Matterhorn,2.4848399391622977,1.21278590476553,2.45147542879287,3.613461589301591,0.7106927311754869,3.628243519724304,0.8377275886000413,2.0497169283021774,0.48784365109818073,0.9856344335861874,2.4175908641150303,1.141030340384158,1.2577381022901375,2.0438671859182556,1,0,0,0,0,0,0,0,0,0,0,0,1
Mayrhofen-Penken/​Ahorn/​Rastkogel/​Eggalm,0.5580060517127869,-1.119017723771012,1.58378373314012,0.9384572829040756,0.062136519078259254,0.5381678269315452,1.0056076499205069,0.4195839569961165,1.180728497119526,0.5900045562304752,0.7512520563613027,0.9479436610794199,1.0184709619206502,0.15361853892991678,1,0,0,1,0,0,0,0,0,0,0,0,0
Nevis Range,-1.983100826303187,-2.467560809373154,-0.8427801951735658,-0.5374071620048985,-0.5493593380419839,-0.5854960613567306,-0.5053129019636844,-0.5970581111302441,-0.41290664872956795,-0.517759100365519,-0.4606307129141358,-0.5002064337061146,-0.5448769362042022,-0.5448454314042755,0,0,0,0,0,0,0,0,1,0,0,0,0
Obertauern,0.30045212965913537,1.3829174999806426,-0.6216767438187966,0.3850081160632104,0.45127024633659585,-0.08386039694232177,-0.44935288152352915,0.1040743496465563,-0.2050411949231644,0.6691305317016176,-0.309145366754706,0.11123471742555552,0.33235638744741547,0.13896544864318547,1,1,0,1,0,0,0,0,0,0,0,0,0
Levi,-2.153885245205074,-2.1798382586417135,-1.286845110079363,0.10828353264277774,-0.4011179181340462,-0.40490722216754343,-0.5612729224038396,-0.448067463215174,0.7649975895067188,-0.5968850758366614,-0.309145366754706,0.04687249099064287,-0.1163128776743739,0.10721708635526764,1,1,0,0,0,0,0,0,1,0,0,0,0
Ruka,-2.2075996995371185,-1.967173764622823,-1.517238622415425,0.10828353264277774,-0.5122989830649995,-0.6456923410864597,-0.5612729224038396,-0.6145864226496641,0.21068971268964268,-0.3595071494232341,-0.6121160590735656,-0.1783953015315514,-0.2723613797554526,-0.3738927113924103,1,1,0,0,0,0,0,0,1,0,0,0,0
Saalbach Hinterglemm Leogang Fieberbrunn (Skicircus),0.0015793965808338134,-0.6186306790206811,0.46154436659994685,1.0306988107108865,1.9151542679274811,1.4611774494540575,0.33408740463864417,1.5939808287972572,0.48784365109818073,0.9856344335861874,3.629473633390469,1.3984792461238085,2.1608457640908485,1.7190570178957116,1,1,0,1,0,0,0,0,0,0,0,0,0
Fieberbrunn - Saalbach Hinterglemm Leogang (Skicircus),0.0015793965808338134,-0.6186306790206811,0.46154436659994685,1.0306988107108865,1.9151542679274811,1.4611774494540575,0.33408740463864417,1.5939808287972572,0.48784365109818073,0.9856344335861874,3.629473633390469,1.3984792461238085,2.1608457640908485,1.7190570178957116,1,1,0,1,0,0,0,0,0,0,0,0,0
Saas-Fee,2.035842192694435,1.808246488018424,1.4035565501030394,1.9531140887789953,-0.3084670306915851,0.41777526747208704,0.44600744551895466,0.1040743496465563,0.002824258883239141,-0.5968850758366614,0.7512520563613027,-0.08185196187918242,-0.22367077695183596,-0.2957428965298433,1,0,0,0,0,0,0,0,0,0,0,0,1
Sainte-Foy-Tarentaise,0.7232812958113869,1.1827626820805102,0.09737397613326809,-0.9986148010389528,-0.49376880557650726,-0.2845146627080853,-0.33743284064321866,-0.413010840176334,-0.828637556342375,-0.4386331248943765,-0.6121160590735656,-0.6932931130108525,-0.6153644458308187,-0.5204236142597234,0,0,0,0,1,0,0,0,0,0,0,0,0
Val Senales Glacier,1.5386391666978132,2.336154820230023,0.3407735738431401,0.20052506044958862,-0.5308291605534917,-0.6456923410864597,-0.05763273844244249,-0.535709020812274,-0.5514836179338369,-0.2803811739520916,-0.309145366754706,-0.435844207271202,-0.42585064302547254,-0.5448454314042755,1,0,0,0,0,0,1,0,0,0,0,0,0
Serfaus-Fiss-Ladis,0.9987400359757201,0.3070853537674311,1.119280684075479,0.661732699483643,0.19184776149770477,1.6818971417963973,0.8936876090401965,0.9629616140981369,1.8043248585387366,0.5108785807593328,1.2057080948395922,1.3019359064714395,0.9323243809246746,2.507881711664747,1,1,0,1,0,0,0,0,0,0,0,0,0
Serre Chevalier-Briançon/​Chantemerle/​Villeneuve-la-Salle/​Le Monêtier-les-Bains,0.9711941619592868,0.3070853537674311,1.0821204401503075,0.661732699483643,1.8780939129504965,0.8190837990036142,1.1175276908008174,1.418697713603057,1.319305466323795,0.906508458115045,0.44828136404244306,1.0766681139492453,0.7936483389084944,0.8594090544074748,1,1,0,0,1,0,0,0,0,0,0,0,0
Sestriere ski resort (Via Lattea),0.9009521832173818,0.7374182122527156,0.6677837203846476,0.5694911716768322,1.0998264584338235,3.628243519724304,4.02744875368889,2.733321077559558,1.042151527915257,2.0142721147110394,0.44828136404244306,1.3984792461238085,1.322131153392114,-0.5448454314042755,0,1,0,0,0,0,1,0,0,0,0,0,0
Silvretta Montafon,0.4615954926552703,-0.9438822581083962,1.323662025663921,1.0306988107108865,0.4327400688481036,0.11679386882344177,-0.2255127997629082,0.21800837452278637,0.7649975895067188,0.6691305317016176,0.9027374025207325,0.8192192082095946,0.6940115329932094,0.26107453436594635,1,0,0,1,0,0,0,0,0,0,0,0,0
Wagrain (Ski amedé),-0.15818667271447945,-0.84380484915833,0.41323604949722414,0.9384572829040756,-0.12316525580666292,0.8391492255801904,-0.44935288152352915,0.23553668604220637,0.5571321357003153,0.5108785807593328,1.0542227486801623,0.6904947553397693,0.8659143026241516,0.9204635972688553,1,0,0,1,0,0,0,0,0,0,0,0,0
Flachau (Ski amedé),-0.15818667271447945,-0.84380484915833,0.41323604949722414,0.9384572829040756,-0.12316525580666292,0.8391492255801904,-0.44935288152352915,0.23553668604220637,0.5571321357003153,0.5108785807593328,1.0542227486801623,0.6904947553397693,0.8659143026241516,0.9204635972688553,1,0,0,1,0,0,0,0,0,0,0,0,0
Valchiavenna – Madesimo/​Campodolcino,-0.7504229640677959,0.011856997364735855,-1.0211493660143882,-0.2606825785844658,-0.43817827311103064,-0.22431838297835624,-0.3933928610833739,-0.35166174985836396,-0.8979260409445096,-0.043003247538664316,-0.1576600205952762,-0.4680253204886583,-0.2041511589013883,-0.5448454314042755,1,1,0,0,0,0,1,0,0,0,0,0,0
St. Anton (Ski Arlberg),0.9863443926683251,0.4822208194300469,0.9724977205710522,1.0306988107108865,1.729852493042559,1.6818971417963973,2.1807680791637667,1.8919621246273974,2.705075158366485,2.8055318694224636,1.6601641333178814,2.750086001256974,2.3782292437793338,1.2794643092937723,1,0,0,1,0,0,0,0,0,0,0,0,0
Lech (Ski Arlberg),0.9863443926683251,0.4822208194300469,0.9724977205710522,1.0306988107108865,1.729852493042559,1.6818971417963973,2.1807680791637667,1.8919621246273974,2.705075158366485,2.8055318694224636,1.6601641333178814,2.750086001256974,2.3782292437793338,1.2794643092937723,1,0,0,1,0,0,0,0,0,0,0,0,0
Zürs (Ski Arlberg),0.9863443926683251,0.4822208194300469,0.9724977205710522,1.0306988107108865,1.729852493042559,1.6818971417963973,2.1807680791637667,1.8919621246273974,2.705075158366485,2.8055318694224636,1.6601641333178814,2.750086001256974,2.3782292437793338,1.2794643092937723,1,0,0,1,0,0,0,0,0,0,0,0,0
St. Christoph (Ski Arlberg),0.9863443926683251,0.4822208194300469,0.9724977205710522,1.0306988107108865,1.729852493042559,1.6818971417963973,2.1807680791637667,1.8919621246273974,2.705075158366485,2.8055318694224636,1.6601641333178814,2.750086001256974,2.3782292437793338,1.2794643092937723,1,0,0,1,0,0,0,0,0,0,0,0,0
Sierra Nevada-Pradollano,1.6350497257553298,2.55882705514392,0.3054713421142274,0.4772496438700212,0.24743829396318143,0.1970555751297472,-0.2814728202030634,0.16542343996452635,-0.6207721025359715,0.3526266298170479,-0.309145366754706,-0.2105764147490077,0.5147129969675975,0.30991816865505073,1,1,0,0,0,0,0,0,0,0,1,0,0
St. Johann in Tirol,-0.6760491042234259,-1.046461602282214,-0.13487754839905255,0.20052506044958862,-0.38258774064555395,-0.324645515861238,-0.5053129019636844,-0.39548252865691397,-0.1357527103210299,-0.4386331248943765,-0.006174674435846377,-0.24275752796646402,-0.31172594282385535,0.09012181435408112,0,1,0,1,0,0,0,0,0,0,0,0,0
Bad Gastein,0.2825473115484537,-0.5435726223081314,0.7848384887489371,0.9384572829040756,-0.12316525580666292,0.2572518548594762,-0.5612729224038396,-0.01862383098938376,-0.2743296795252989,-0.043003247538664316,0.44828136404244306,-0.0496708486617261,-0.06016144308258617,1.408899940159899,1,0,0,1,0,0,0,0,0,0,0,0,0
Kronplatz (Plan de Corones),0.24811496902791205,-0.2608539420241945,0.5284328056652552,1.1229403385176975,0.28449864894016585,0.05659758909371271,0.7258075477197308,0.2705933090810464,-0.5514836179338369,-0.3595071494232341,2.5690762102744604,0.14341583064301183,0.7749745709735661,0.5541363401005726,1,1,0,0,0,0,1,0,0,0,0,0,0
Gargellen,0.2825473115484537,0.8650169086640501,-0.26122237774463497,0.4772496438700212,-0.3084670306915851,-0.6858231942396124,-0.5612729224038396,-0.5269448650525641,-0.6207721025359715,-0.517759100365519,-0.4606307129141358,-0.5967497733584836,-0.538370396854053,-0.34214434910449243,1,0,0,1,0,0,0,0,0,0,0,0,0
Hochschwarzeck,-0.9776764247033708,-0.11824363427035019,-1.2311047441916059,-1.8287885513002506,-0.6049498705074606,-0.7861503271224941,-0.6731929632841501,-0.7372846032856042,-0.7593490717402405,-0.6760110513078038,-0.6121160590735656,-0.7576553394457652,-0.7068897660229176,-0.5448454314042755,0,0,0,0,0,1,0,0,0,0,0,0,0
Arcalís-Ordino (Vallnord),0.7301677643154952,2.1585174193436556,-0.6179607194262795,-0.4451656341980875,-0.43817827311103064,-0.5052343550504251,-0.5053129019636844,-0.5094165535331441,-0.2743296795252989,-0.4386331248943765,-0.4606307129141358,-0.4036630940537456,-0.4605088092972674,-0.28597416967202244,1,0,1,0,0,0,0,0,0,0,0,0,0
Hemsedal,-0.8881523341499625,-1.1440370760085286,-0.3485489509687875,0.3850081160632104,-0.14169543329515513,-0.5854960613567306,-0.44935288152352915,-0.38671837289720395,0.07211274348537365,-0.2803811739520916,-0.6121160590735656,-0.2105764147490077,-0.2722312489684496,0.24886362579367027,1,1,0,0,0,0,0,1,0,0,0,0,0
Sölden,1.7149327604029865,0.6823756373301793,1.806745196691148,1.0306988107108865,0.6180418437330257,0.09672844224686541,0.9496476294803516,0.48969720307379655,-0.1357527103210299,0.5108785807593328,0.5997667102018729,0.27214028351283714,0.7568647031156508,0.34166653094296856,1,1,0,1,0,0,0,0,0,0,0,0,0
Stubai Glacier,1.5386391666978132,1.5505471599720035,0.9241894034683296,0.3850081160632104,-0.3269972081800773,-0.48516892847384885,-0.44935288152352915,-0.439303307455464,0.002824258883239141,-0.2012551984809492,0.14531067172358345,-0.0496708486617261,0.09350132790343779,-0.3763348931068655,1,0,0,1,0,0,0,0,0,0,0,0,0
Elfer Neustift,-0.020457302632312845,-0.24083846023418126,0.15125632982476647,-1.1830978566525745,-0.6790705804614294,-0.6456923410864597,-0.6731929632841501,-0.7109921360064742,-0.7593490717402405,-0.7551370267789462,-0.4606307129141358,-0.7576553394457652,-0.704720919572868,-0.5448454314042755,0,0,0,1,0,0,0,0,0,0,0,0,0
Val Gardena,0.582797338327577,0.3971550218224907,0.4912725617400839,1.1229403385176975,0.28449864894016585,1.320719463418023,0.33408740463864417,0.7613860316248067,1.042151527915257,2.489027967537894,1.5086787871584517,1.8168337179507408,1.874774917329288,0.9937290487025118,1,0,0,0,0,0,1,0,0,0,0,0,0
Val Thorens (Les 3 Vallées),1.5634304533126033,0.08191118362978218,2.0482867822047615,1.7686310331653736,5.102344795948143,3.5479818134179983,3.3559285084070267,4.486152229501559,3.3286715197856958,4.2297994279030275,5.447297787303627,4.423503888564703,4.671415660810424,5.274873594142509,1,1,0,0,1,0,0,0,0,0,0,0,0
Montgenèvre (Via Lattea),0.9009521832173818,0.7374182122527156,0.6677837203846476,0.5694911716768322,1.0998264584338235,3.628243519724304,4.02744875368889,2.733321077559558,1.042151527915257,2.0142721147110394,0.44828136404244306,1.3984792461238085,1.322131153392114,-0.5448454314042755,0,1,0,0,1,0,0,0,0,0,0,0,0
Sauze d’Oulx (Via Lattea),0.9009521832173818,0.7374182122527156,0.6677837203846476,0.5694911716768322,1.0998264584338235,3.628243519724304,4.02744875368889,2.733321077559558,1.042151527915257,2.0142721147110394,0.44828136404244306,1.3984792461238085,1.322131153392114,-0.5448454314042755,0,1,0,0,0,0,1,0,0,0,0,0,0
Gressoney - La-Trinite (Monterosa Ski),1.6254086698495782,0.33710857645245096,1.942380087018023,0.10828353264277774,-0.25287649822610847,1.099999771075683,0.16620734331817846,0.38452733395727645,-0.3436181641274334,-0.043003247538664316,1.2057080948395922,0.07905360420809919,-0.0756686952004418,1.0547835915638923,1,0,0,0,0,0,1,0,0,0,0,0,0
Champoluc (Monterosa Ski),1.6254086698495782,0.33710857645245096,1.942380087018023,0.10828353264277774,-0.25287649822610847,1.099999771075683,0.16620734331817846,0.38452733395727645,-0.3436181641274334,-0.043003247538664316,1.2057080948395922,0.07905360420809919,-0.0756686952004418,1.0547835915638923,1,0,0,0,0,0,1,0,0,0,0,0,0
Zauchensee,0.1282904170564271,-0.19330169098289982,0.3166194152917788,0.9384572829040756,-0.25287649822610847,-0.46510350189727245,-0.44935288152352915,-0.38671837289720395,-0.3436181641274334,-0.2803811739520916,-0.006174674435846377,-0.27493864118392036,-0.20571272834542412,-0.2688788976708359,1,0,0,1,0,0,0,0,0,0,0,0,0
